INDICATOR,PANEL,PANEL_NUM,UNIT,UNIT_NUM,STUB_NAME,STUB_NAME_NUM,STUB_LABEL,STUB_LABEL_NUM,YEAR,YEAR_NUM,AGE,AGE_NUM,ESTIMATE,SE,FLAG
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, age-adjusted",2,Race,4,Black or African American,4.3,2004,5,All ages,0.1,420.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, age-adjusted",2,Race,4,Black or African American,4.3,2005,6,All ages,0.1,398.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, age-adjusted",2,Race,4,Black or African American,4.3,2006,7,All ages,0.1,397.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, age-adjusted",2,Race,4,Black or African American,4.3,2007,8,All ages,0.1,475.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, age-adjusted",2,Race,4,Black or African American,4.3,2008,9,All ages,0.1,443.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, age-adjusted",2,Race,4,Black or African American,4.3,2009,10,All ages,0.1,459.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, age-adjusted",2,Race,4,Black or African American,4.3,2010,11,All ages,0.1,439.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, age-adjusted",2,Race,4,Black or African American,4.3,2011,12,All ages,0.1,430.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Total,0,All persons,0.1,2000,1,All ages,0.1,370.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Total,0,All persons,0.1,2001,2,All ages,0.1,408.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Total,0,All persons,0.1,2002,3,All ages,0.1,409.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Total,0,All persons,0.1,2003,4,All ages,0.1,390.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Total,0,All persons,0.1,2004,5,All ages,0.1,384.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Total,0,All persons,0.1,2005,6,All ages,0.1,402.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Total,0,All persons,0.1,2006,7,All ages,0.1,382.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Total,0,All persons,0.1,2007,8,All ages,0.1,405.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Total,0,All persons,0.1,2008,9,All ages,0.1,398.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Total,0,All persons,0.1,2009,10,All ages,0.1,421.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Total,0,All persons,0.1,2010,11,All ages,0.1,408.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Total,0,All persons,0.1,2011,12,All ages,0.1,408.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Age,1,Under 18 years,1.1,2000,1,Under 18 years,1.1,293.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Age,1,Under 18 years,1.1,2001,2,Under 18 years,1.1,305.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Age,1,Under 18 years,1.1,2002,3,Under 18 years,1.1,328.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Age,1,Under 18 years,1.1,2003,4,Under 18 years,1.1,307.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Age,1,Under 18 years,1.1,2004,5,Under 18 years,1.1,302.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Age,1,Under 18 years,1.1,2005,6,Under 18 years,1.1,325.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Age,1,Under 18 years,1.1,2006,7,Under 18 years,1.1,315.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Age,1,Under 18 years,1.1,2007,8,Under 18 years,1.1,327.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Age,1,Under 18 years,1.1,2008,9,Under 18 years,1.1,306.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Age,1,Under 18 years,1.1,2009,10,Under 18 years,1.1,322.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Age,1,Under 18 years,1.1,2010,11,Under 18 years,1.1,331.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Age,1,Under 18 years,1.1,2011,12,Under 18 years,1.1,357.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Age,1,18-44 years,1.2,2000,1,18-44 years,1.2,291.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Age,1,18-44 years,1.2,2001,2,18-44 years,1.2,311.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Age,1,18-44 years,1.2,2002,3,18-44 years,1.2,306.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Age,1,18-44 years,1.2,2003,4,18-44 years,1.2,301.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Age,1,18-44 years,1.2,2004,5,18-44 years,1.2,285.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Age,1,18-44 years,1.2,2005,6,18-44 years,1.2,294.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Age,1,18-44 years,1.2,2006,7,18-44 years,1.2,287.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Age,1,18-44 years,1.2,2007,8,18-44 years,1.2,304.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Age,1,18-44 years,1.2,2008,9,18-44 years,1.2,298.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Age,1,18-44 years,1.2,2009,10,18-44 years,1.2,309.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Age,1,18-44 years,1.2,2010,11,18-44 years,1.2,310.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Age,1,18-44 years,1.2,2011,12,18-44 years,1.2,302.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Age,1,45-64 years,1.3,2000,1,45-64 years,1.3,422.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Age,1,45-64 years,1.3,2001,2,45-64 years,1.3,469.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Age,1,45-64 years,1.3,2002,3,45-64 years,1.3,466.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Age,1,45-64 years,1.3,2003,4,45-64 years,1.3,442.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Age,1,45-64 years,1.3,2004,5,45-64 years,1.3,438.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Age,1,45-64 years,1.3,2005,6,45-64 years,1.3,454.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Age,1,45-64 years,1.3,2006,7,45-64 years,1.3,418.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Age,1,45-64 years,1.3,2007,8,45-64 years,1.3,439.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Age,1,45-64 years,1.3,2008,9,45-64 years,1.3,441.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Age,1,45-64 years,1.3,2009,10,45-64 years,1.3,475.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Age,1,45-64 years,1.3,2010,11,45-64 years,1.3,441.0,,
"Visits to physician offices, hospital outpatient departments, and hospital emergency departments",All places,1,"Number of visits per 100 persons, crude",3,Age,1,45-64 years,1.3,2011,12,45-64 years,1.3,431.0,,
